source_row_index,kepid,kepoi_name,label,relative_path,npz_bytes,npz_sha256,qc_pass,model_data_available,global_count_sha256,global_flux_sha256,global_observed_mask_sha256,local_count_sha256,local_flux_sha256,local_observed_mask_sha256
4662,8507475,K04300.01,1,processed/8507475/K04300_01.npz,21260,47aa5623c172dc7d81143e6fc4f87b395d70b20f7cad8a5264c5ca3d73e76287,True,True,756c9ce7ac5ea48f4d2e2c30d6c2d862782e64f715ccb0abf63015b9bd462d6b,fa2ea5e95dd04e396341a4c4c84e55ae7d103a431b9edefa047d0207d607ef19,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,234f5f5b5ef23bead44fcd4003455c17aaf44287fc1f82a38cfea4dcf46b0a57,54f6415cb8e84a156dbd839814c518f3eccf9a04fb1dc995eda264791b60c935,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4663,8508126,K04299.01,0,processed/8508126/K04299_01.npz,21260,b045e6e68bb8bfa9f29e11263d3e1d26ff7924c0f6ca1259b543413340b3b88b,True,True,6e42d79f61cd5811b0d7dffe55bb6828553072d9576b2ce2f7ae6b3536460214,04ef2c8b757012f0c67164c138f073c306b161220bbb01be288cad8d422805f5,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,d972091f2a6425677f5ae12de684753b8bbe418f7e3d10dc455ac3b372f64faf,f431b5426a12f61981615943b95f5b4fd6f59854d8b4a2c2cfd7924cfa88af49,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4664,8508493,K07890.01,0,processed/8508493/K07890_01.npz,21260,d55d5031ccfd5d655237895b9f16569a0be71c220542dc1f1d6cb4dc04b12eac,True,True,cb573ae637b37398a39dccac535d1fe940238ac8b2b2d257262f5ca9333394a2,b82aad81d93c05befa47ff6760e3583b7e2b5a1ea24ae50640c777a6b65624d0,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,665d2035579fa353ddeae2a84fd60cbf96031ab68ec6f225aabec43eb3839fd3,daa29090cecfb49ffa7c89189d59c719af75444aa80155798c935906d79fab2f,c6121a6c453e971a45c649292e21d1cb0eabe87f3417bff76569167e8049f098
4665,8509346,K07049.01,0,processed/8509346/K07049_01.npz,21260,731b69ca4eaefce8f16c082cee6b4f9003d66d4eda7486d7abe8cbdc5a32331d,True,True,e8d199b4d94680eeeae560d8c9b60682faf093f2ffdb7849b00d9112c7188d92,70487f50489dc61fb607730862647b7c5738bbf54800cf93657c465d6bac5541,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,64dbc8babaa300f7d7a3ccfeeaa68ab8b1975da122e5415816a36b3d31a894a4,0ad10e923c64cdd0c3d6af1e64c9012121d5564441de7da11524fc576b75bb29,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4666,8509361,K01280.01,0,processed/8509361/K01280_01.npz,21260,07c835ef9d7c265187c89b80cc1b9ced7966fe83ae1d80fdd2b6e4734ac4cef7,True,True,ad80f36ec7d803b421b31da5b01218a7999dfb8586eadf8094ac1162c01f00b5,a190a6e92ed82a114c545144000e3e01ea694e6bb01d86e0716d8756e247c161,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,4cb3af8e8bb6e705cbe148ebb82cf0ecc291d70039ca897d1e76720b4f1882fa,c90433fc5f02302ae1453c1cb83b273283b2ea285e041af9792c425f2312f332,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4668,8509781,K05529.01,0,processed/8509781/K05529_01.npz,21260,c593425f10256873740f5111e8754e9740c8076d27ed4f5f90932933b552d52f,True,True,00e9e5e06af646e1d5e44d50dd1f13b9fe368fc41dd6eef9fe622310c5905a08,dee12bb7c4e02ad8cdc81e6d4db81477ad07052cb86677fe2f83021668a0bb35,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,668ea672ddbacf42a948a2121e5fe8b9de0ddb4a4825e206e8c8c27be2f57dc9,458ef310cbe5260356731e2ba51655e2513e4c3a1422b8ad284f6fe41c8f27a4,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4669,8517303,K06181.01,0,processed/8517303/K06181_01.npz,21260,d0d882f3409c8b85010a5ca43d8c6e6368263f90e29afd3ccd766f2becbbbf1b,True,True,fea2559c44ba0f42dc57bd492ffaca834ce2da9b64182f07ec1285bc93fad735,6d66171646620c5ca3a6e71eea98eeb25ad0b7d5b3f0b71b07aa41fc8c3a7fcb,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,efcdbef3630869886c0ee49c9118e24f5220a9767159aedec0293c3219d9c405,9fc8ad5c7e14ae2cb51262c5cf4a3dd65ebe3465033cbe84abed92aeffbc0bf9,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4670,8517433,K07050.01,0,processed/8517433/K07050_01.npz,21260,dcb7d54ab1b32d3b96928de5371380cd6dace47c76dbf00d35e0deaadd2bf1ba,True,True,163186cb144bb8bb89a253b95a2f173426bab86aeebee28137b263b40c095847,17faf7709f62b27dacfad8214eec16ba954cb6b749567a25a15199c270d161d8,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,bf8759aab749b55d9c2339fdc459f046df7ae9ca54c8a2ca83e028a018362b5d,55f6e8c8caceb43d6e3fa9f864e6cc24ca49910cfeb5c8dc7e5b71767b88f86f,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4671,8519253,K01267.01,0,processed/8519253/K01267_01.npz,21260,08c6e37a8f4564ce9e7015b74bb7d25a1130429a75fd4ba56d4ae931f7a49cbb,True,True,b28ed175c4175024b28a613ea343013b91d7072424a98474dcecc0fb931bf981,bf1c4eb68afc774c1d9d02d63aebc921c2beb03729714b95dab5f8be2633377f,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,dd8c10bc4604f4c29822d82de5f93036aaef5ffb7a4d64040b5c595b0f478411,36b594aa05f40188156b060f283901fa4c7f39f12f79e1aad48931baa6f689b5,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4672,8521059,K04093.01,0,processed/8521059/K04093_01.npz,21260,31e9e9a52fb98eeaa2dd79b40807a47db347d95a14e6e377a7d29c87145ee18f,True,True,328b890d33ae064357522945ae04660a28263309006a6a3d5a07819382e2ec70,9718ad144e9e8e81205214a955e5c950219667658da0eb43921c28e66d7460b0,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,f9bf753d46734abe835750e2b40d4befab2f26d64748302f422efb6128f7f06d,1e8217d197d60d3b3e16c66f1ebf19bb069162647d749e329055587cd7bf6528,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4673,8524110,K07891.01,0,processed/8524110/K07891_01.npz,21260,eb6a398469a67dff0163297dec74f1672c026a7d5f321ff8351172709d744b3d,True,True,95b23a5c6d04a399972c85ee2c9147c98752a1480d2def3959d7d7b82c0e16b1,d663c62b61ac27d47fabcfb18dbda831d7f7ba708e9705a4abd9abf5c959321b,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,5fe509564f4a66ada82fb439cda8508d3b173cd78e5b744c99910e581ef84f32,aa59d74d5ecce43bdfb8fde1a64df5cf63bb838744b311baf9e8ca39c206c5dd,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4674,8524346,K04083.01,0,processed/8524346/K04083_01.npz,21260,167a28cb14e2a801069577a4d39c401274560cd399160621f357b883eb4cce7a,True,True,8fc6d7d96219c8f731cc94ce03139ef69d1c24ac51103b78e17de53210dbef3f,322d807f4ab9d6664d5d909f27976b636a2e3b72d0aad7538221260c2569e42f,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,2d279964c6ac9b90d53f34ff9c3210d3ca84aded582ddb73b932b500d9622036,f63d862819c167c88743d051864b681f4dd772bc5f3cc17b31635f542541d0fb,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4675,8526387,K07051.01,0,processed/8526387/K07051_01.npz,21260,0749fef56be1511ab5e24b8b4985878b510becba5bb53ceed39a633a96e641d4,True,True,6f10f4c73bd454ff0ce1311d055f46ccc912ba85dbf972b59217a30c15c47dc0,1598b1f9253972c9bb4bc56d7810b93da516b85287b4a13b137f8185cbeb4edb,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,977b32c1dd84b0b1c673897827884ef6f91a22c1de922c1ae518896f6b438e2e,aa1c2c8a777015876a2c939b0d612dba70ed036a390c2a75617c3c2da5022f8f,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4677,8540376,K07892.01,1,processed/8540376/K07892_01.npz,21260,e942a801e150c81eb11bb4089178a3b2bbedcc9aedfe14e12078b6c55b2491bd,False,True,50d49f93d728a1b6302390fde059f65d3f3e6f23270f242e262c353c14faf307,d8accec5049ffeaa27ff9003535e98e196c4d5f3562cf4b14f2d5401da144a18,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,3f64ae4340def5f6a52f7a8c0fc06c93a9737b87a55896cdd98a8067211a4588,20b8cf4fa650e062106cf726e8725ef864e4319785f2377cd858c410bd06bc1b,4a946ecb5b64c0812448ed41329c79c24e4dd7eb37be42330dd32d0967176a6a
4678,8543100,K01975.01,1,processed/8543100/K01975_01.npz,21260,98cdaf25992180a44d9b83cb63a45c0c5384ab91a9d22b6e2ad4e3abc0c9fd32,True,True,ec57f02cf2e5eb6722c5b73a4ed5131dcf9f3f05d40cb460a8bc543d7d5df07a,a20a521bf62a4285159d053614a72b106603f1c41e2b1591f351f221ea2d869b,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,c293b06af016d6e73f66201aabff94313eff2520b4f5ac5773afb1f566538026,091cc44c64ef8810590efdac07ecc7bcaedea6a435f03717cfd3989405c59223,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4679,8543278,K07052.01,0,processed/8543278/K07052_01.npz,21260,a86234d156e408e103ad613dcec8cb54d05103614175be715a297f01ec159df5,True,True,1a62e44be9d7bfdc01d5b2188f7d825d1e33164832cc7d7d43bca3e2264fe3f6,28ea204e763dfc7ea9f8df7779f239a9686122e5195fecb5df6f0c1bf140ef05,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,256a50133e04709d34acdc33485cab4c54e0a3a99636a5f12fd9cc0c8aba8835,77f7313eeb4c26ad3d78168d65b33bfc839402ab4c68bb1e3306068a740a3fdf,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4680,8543279,K03759.01,0,processed/8543279/K03759_01.npz,21260,0fe4c63aaebf29a3421928b3289eb7a74b165344e204311abef4d9d4d9e96057,True,True,7b4af686a21b81eba15d57b65b12e62829d5efba38a5629342a828f86651ce4d,fee187b7e56b2c5743e75831b20a04345f00a4a5d9923b1e0e1511d62ac1dea3,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,47230c0c7fe59a56e3e832832e75c88086eb91bba03a76fe9b19753922e6ee0a,07c80be88bf2fddf3a9f2b896d9334842e27681771780a61e05802c3b306f9ca,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4681,8544992,K02466.01,1,processed/8544992/K02466_01.npz,21260,23bda4ed260db916931fd9876f03d99afb7b998c801050db4473daa4a8e63a19,True,True,f81e4135402c96f624b8b0a5ce402d45012bc882005c5d5e65f35273f29af712,6ac76942b0566f1b92bce06594e99fcd5bf9aacc82fdbd9b652e6933d47d8068,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,4d7d6f9b540e20f96232f0b5eaed8b81a543c31f3995d49e92d910d08f658990,6073fc062956cb60376ed4d1fb8acc2967d4c5b1d41a46c02bb9334c493f3246,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4682,8544992,K02466.02,1,processed/8544992/K02466_02.npz,21260,e1bc24a468553535956269ae5f3c4c788a76015b5c8030193767033a0641442e,True,True,75e9f9a916615de017b094a8586d1b7643589299ec01ddd36f1e77f9c3c07a5e,e5a0bfad882334cc173239765cd27cba3f1f236be9f4fc498b2bfc11813ad52c,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,d0522bed1eeba0f76e247b8e8b1db1fd6c3330252bfe8a7e2b6aeaf167f03154,f1cf7db9f6382b613d639e358ee37bc8213dfb8855f59f7aaa7547c131ac7143,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4683,8544996,K00913.01,1,processed/8544996/K00913_01.npz,21260,1ea856f26a9222df43334cf76c5e881dc9dbb39719a09809c7922ccad3fbe440,True,True,45a54376303a5715feae73a28b1b246ba6f6157253b7e22552b4ef43e4e2fe4a,ea413680402cb0184e452e06baf25438cbd8efbc38eb1fdab13bec4e65e1063a,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,2fabc34cd16c072bbccc48d1ab7bf73519f8e65053c1467dacb34bcb496b8cb3,994799780d386f93db663e6ca77701c45823ab4aed4e4c7a66c8d78a857b6812,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4684,8545603,K07893.01,0,processed/8545603/K07893_01.npz,21260,7ecb24414d56c8c98a7d06a9dae1a49faf21ae316cc4fc17d1481e85f1b03e1d,True,True,db8298ec017652a4d9054e54b582b9436e67b52b7efeb38c58dc4ebaee99ada9,928bf60c3b91b0b59e98f3849f1555d0ea799784a506d0dac8f5a28b18e61a0c,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,7426333559a2526c5e2c062e3c4b2c6432df4742a4e77acbaa8cbc08977207f9,acc8beb71bf1ac4b8cc327859b783c9012d0d9058f2a061720df2734f4ac4465,de8addafa5319bbbb98af4544617587f2fe6ff26d0f34c9af7b47f10d4bd84fc
4686,8547140,K01266.01,1,processed/8547140/K01266_01.npz,21260,33ba6d38e4a4a08bc22ef50c7a01b3c87a798ce6d6a26ce5c1a8a0ea159310c0,True,True,254fb76932f7bc5eab167503a66fe15067ea2aafd77132ef5bcb55670427eb05,70e3ba6b121be6b1ba7fade877c87a7fdb0d9b0650fd668944c6d570cb14923b,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,ee6d652cb357c05814ca59100450c6eaca6a05dbc7a87c0cb6f3981d4eb38249,3d691fb80e9e6ae5579f1ab382d8da74997b0880959eccc7313581cf1942efc1,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4687,8547429,K02658.01,1,processed/8547429/K02658_01.npz,21260,9913a3b6991316f25e6719b483179fb4454e55147610a8518c5c95aa1ac0ea3d,True,True,3ee9278c59db9a02523e7d9b777ffc780a505434b73a1d49ada04a6c23b6e9bd,86bb1d816ba914c84c1f94dfa034747446d224a4267c6feae31a46dfeb6ceb0d,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,5fe5c782a2b9571a54eb19c5826f6f6f34e2b987f2e2b4515fa8a92e94ed5c3a,f280b478ff6e1c08d415e379ef80ac8a8805e616f6708dc9d4ec92f1afdab944,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4689,8552500,K07053.01,0,processed/8552500/K07053_01.npz,21260,c8d127d19d10821a1935cbe79c9890bff0a851d2e245789be0863b0f70790f70,True,True,288bc59474e33cc621f24079cbfdcf26d03ebe559c3a812b0142452ae62aa566,034ed3e93194aea14abae2817aba61d2012999c3ae61098588c5f75d4aceb3a2,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,ee70b93be7ef16799227e4d4cd4f562a456b6e4a581e15e59a25fc65addf282a,77995b703e96ce9a9af2e6e460154ee5bfc14e4b463980dc52a4509bf86b5a56,10b9a8bc18262d4cd0a6acd12c9103172795be3400495693861e1f7ca7dbb624
4690,8552540,K07054.01,0,processed/8552540/K07054_01.npz,21260,ff1530dd431912d1e293d832f4465e191206cb9b0d1aee290c31270910cf2203,True,True,b4cd0e26f6d3b0812b398d98e712ab80003bdbc3663b09f73ad603149942b3d3,71568547c5381f5d5a99ad788c2d041aec55173034e33731c4431e0617ff5643,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,45f48fb8ce756a33c469407e8e0dddad6c5593d3c948dae83128d8758287f1b9,56b7d1325df66766d7c1c0c9853a15ee52c731d4e8fda78af2874fa63e7115c9,d32f6913ddc30e8f484a15aa087de21a82b312e070f851d9b9a1eea1766e27e7
4691,8552565,K01277.01,0,processed/8552565/K01277_01.npz,21260,e25422c00a795e4c91d6661a3531f9b7d120d9d805f9c04ae2a3101bdecd7298,True,True,1e95bdb238a543eecf5712e7393e6cf116b51b47e4295ea614a64137c86c78e5,0b0b4407800b1ca62e319a2cc0a259bd1b1f6e2d942e6141be02da6d33a9fdb8,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,9e7c0891503549525786301d320173025262a2fc03cda0f21ef711cd6da76bbc,2f734be9254f8e063ff3b1e0822cdf22b44149e7726b49dec2d502969c0a2ae8,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4692,8552583,K01265.01,0,processed/8552583/K01265_01.npz,21260,0b1ea46bcf2a15a2bef5bbbf6c0b42fe016ff96d19d46d08646fa0d62eb18dd2,True,True,6873d2f9943acc80983c55c0e8ccadc87487ef1f9d1527f205b2a7a7764c2415,7d1ff8cf5ab8ac17e3d406d6797b789172d87b3ef0d8247ddeb9cdf171e8ad00,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,6199cec9d12ffc724eb5b2cb6c6f5f6e6d9bc58effc320e78946fbb09be952ec,7e36112c23633e291d4e26c67dfdfcf88da8897eb95ce91abce0319bb297d970,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4693,8552587,K03941.01,0,processed/8552587/K03941_01.npz,21260,74320b1e2d90fe1885c7eae4f73652d185d0181cb7077a63c90da3685ec08b7e,True,True,d1c0ed96672eafa969ecd6626a40415701e69bb6b8e0e883793d6b7a74b9dc1c,feea4b6ea5768e5ed76f1f328809c943a225bf83111656b78b931ae9c54053d3,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,2769ec3847c3d942a589bff33ab58381a12e07be647b8fd5cdab7a24b75d6949,3e8e064d9396d75cdcf8e3194f123a4b8ff9cfbfeaf081a95dd5bc2b50889745,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4694,8552607,K05542.01,0,processed/8552607/K05542_01.npz,21260,712adfc29dc405fda8e77f25730bac867c0385f524ffa6cacad409eb7183c652,True,True,f15b8d9cf455bc1bbeac14ffc32707064683af209c5ed62a28c646b87f261cc1,413139c1a8c381d3a0272fceb40534cd5a92e13a497c647600d44a5ad0fdc59f,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,2937067f18fda7bc7991129cde2cc0c26cfaf5966dc95b6c9bb05bcdbe78329e,8872ddc2cf79693ce0daf2f8df521e55e9c17ed8421bd070626c0fa9a9246b86,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4695,8552719,K01792.01,1,processed/8552719/K01792_01.npz,21260,e63eaf57d08081a409057e3eb9f771a4571920ead6005efa9883dc791d97e22f,True,True,72f502c0b9c018a32371f77dc6b606a455eca4d5df2042aba6f25e3317bbf3f4,8b57c18a3ea874d734c7efe7d55019d251d1d17676eb4b89410fdffc38d59e78,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,1a03a3204ee6eebf1ba06dad4f5e910b6956819f8a46b39651e6679cc5021ec6,e253959511e6fe2c1acd93952fac7df687b53839b7c32b4b2945cc447eca2c08,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4696,8552719,K01792.02,0,processed/8552719/K01792_02.npz,21260,0e6650cf1a8a02ec10850b0c96a0bb1bba417282c31f6f75afc6c9de5361d16c,True,True,46613314432f5f6dfcc0cf3ecffb33ab00ceed9cb092b816a87e2de9be135a4f,409c7b6ba3a9f4ace457e1c7224d9a68490c38299428f2af293c10922ed16429,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,9f2c2ef3fc64b0ad7113449620df9dc9b1d84045e8f7a4bc8fab269336dcf64e,2714c93852a92903f7d3a17236f7138dec8ab22d42e580e33a11ab57735777e2,ebf804b3b2b05bb89ff0df90396206599625b5beddd7a14bb4e47a86777f0bdf
4697,8552719,K01792.03,1,processed/8552719/K01792_03.npz,21260,0c0095a1c1dcb9915ffe3de880a2fa9b177f6a6d9d3a32637f0f9dca7dcbc86e,True,True,12906058ea85384c1959228a4333e32a0d8c92f10272e4ac8584eb0989799443,9b96ed319a798648dfd5f6e65fce058d10cf0b190fa8034998a60adfb7330cac,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,2d2347f9b21ad6b32d036d596a4e896cfd6db1a5efd385d719ca9cb69bb2e919,25a188c00cb88fe457ef3b244f39e1d6c9a606e5534b50dcad7931ac35c814ba,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4698,8553788,K07055.01,0,processed/8553788/K07055_01.npz,21260,a153b494c429ebd6b74d9bd89f7811a5b16e18bb786c99839e8f9230d2a3d650,True,True,53d6da274dd525a1c0271a41bb74a0674398f72f718f75a7e82b4054ecf03a12,35fc91e47f7f74c2971b2efce8e262a3abde39a2d55b30a05e473297e903f709,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,416d3b370e35d5db0a84b71bd293e68453871f6fef789148c0b9a20331c3ef71,676d6e5306f50bf3de3dc73ad2eae97a0a4e7b3d8371bacf41814129b2802814,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4699,8553907,K07056.01,0,processed/8553907/K07056_01.npz,21260,42ad1271bbe1967badd6fea3942f36fa4bd5452a57d52d60f3975fed32b90fac,True,True,08fc3ff78046250b5eac937074620347be84329bbf04fb31bac1c5b58b18dbb2,b82ce25d5c688ddbdf7739b5b391bd341bf505bf3674e384adb7d9f43e368ca0,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,e7333765067af43a9a88d285e4b62edc1a72c064f5c05de3423ab6e9119754c5,6d165024af5930bef9e12773e43ba87aa440a427c241e46fa510c4f93cdb3fad,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4701,8554701,K03315.01,1,processed/8554701/K03315_01.npz,21260,bf02ce7f4674b7666531ad6ede4b00a6af28e4c7cf774b83d2d37e58b92f3179,True,True,2dd12dab78a810fe1d0d71f251848f4321315a6aa29337cd8d0822ade8b2f262,897ddc31e39049c8ea91cccede3e85231bfdf1587a9f847ca09d0127361a8ea9,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,45b0f94195c21fcedd18fb1d52a739f96514ac2f83b8f6b98ace1c3435cf5c0f,b3d663e7fe99b2ef9294a7a2b6a244cb9ec7803efc515f3699bb9fea8979e70b,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4703,8556077,K02027.01,0,processed/8556077/K02027_01.npz,21260,2b42741550d91accef53503a20c594e9ecef2adb50cd531a3ff9ac50e0b42e96,True,True,1576fde441d8def91597b26d877fe424d6236b1a97f334ba338c749e90353024,3b57d80a1d17c64e852b4d8c53a4a3cc4df8a508ff59036e9405c796d03f2228,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,6a923cb4edb59e1bbcf37b232ec49fc3716a6ca6661f2c753b2420e8407684fc,1c3bcea420b0bc1639f841f342daaac518d002e03d59cfcaee72c62c8551df59,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4704,8557246,K07895.01,0,processed/8557246/K07895_01.npz,21260,3469e914de0285d613526e48c09b226f66dc1f91054b979cd011334e4d1a5780,True,True,540e972cc8951300eb6776d2b7229830dd94634c831ee2ef6df5880f12cc37d4,f476fbe930742a05081be43eb831a1fb0dcd91af969d1db96ec4f8f7a2bc8114,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,5234b310379bdca908b651d090281b9babf8b14343ab7b374b13b4e4d388facf,36f3b78603f4007515b739a9c1a5a327192a7c73119c87ad8269886c20e83e2c,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4705,8557374,K00692.01,1,processed/8557374/K00692_01.npz,21260,2e89e7d9bc736e0e838f8ebec51b002ba20257d4dcdd87ec8f8b715c1abd5acf,True,True,a848bdd16b1a49c8529b3d0a7b6d2b32aee1b788a9dff1f987f36bfede7db128,78db8d9e9faded1b8da5d28a9af1c7fcaeb310f275e12a8f69459b0231114b2a,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,68e84fbafadfd198b4483b3253db1388bb47b0d6643e3f50920bfd022207d325,94dcf7a77dc05e60212036d0084bb1eb841b01c562c7add2d8054a7eff32c1ed,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4706,8557374,K00692.02,1,processed/8557374/K00692_02.npz,21260,5230a6ecd1492aff218a3efe8bfc67cd40ac6a7d62f95ef2a9fbfb3a01ce87b2,True,True,cdc976065278e9048d30162e7778a4bb74df14f6d3debb1a17eeb64423501624,a3108f8eab19879f49cdf2daae78fbe75c491fbd47a741ab42ae5cede4c33b93,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,9cf61998bdd10291aa67b12c0e6dcc034cdee1efaecea89c35deed647871443b,07dfc33e17d7c7e45581988b06acdb8b9ace3b64ea9ef1d415b6dd10eab760ff,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
4707,8558011,K00577.01,1,processed/8558011/K00577_01.npz,21260,b3096bbbf66584b4ea782c0263d26a6dd66ed93c3f89e9dad2bf70ee5a794076,True,True,3b00446d6645c823591c85ecfd2c18905e709569e111e9916471b7d9ed01563b,4de158bcf03274bbf0dc30607ad12df65bf532f9a5dbba591c58df31634df2c6,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,c6be16b289f98a81aeea07225215229938b1a5070960c01d43ef4914fefecc76,c5dba8b6459a6246fac5b4b673d292b5d2e78a93134759f32db7099fd0723cd7,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
